,Followers,Likes,Retweets,Sentiment,Tweeter-Handle,text,user_name
150,49,0,1832,neutral,buiuiu1,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Anna Cordom
151,119,0,2,neutral,DeathHubert,"RT @sssamobojca: moj byly
-PRZESTAN
-STOP
-NIE CHCE NA CIEBIE PATRZEC
-ZEJDZ MI Z OCZU
-nadal przystojny
-jedne z lepszych chwil z nim
-st",Diablica 
152,164,0,216,neutral,Jalr30,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Armando Len
153,791,0,2589,neutral,Magison_Clifi,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",Malanka
154,3337,0,11,positive,SachinRoger1710,"RT @DonaldTendulkar: On the line @SH_RolexMasters final:
Federer: 350th M1000 win, 700th HC match win, 94th title to tie lendl
Nadal: 31 M1",Diehard SRT&RF fan
155,83,0,531,neutral,almostgoodpoet,"RT @mnlightluke: Jest 13 padziernika, a ja nadal nie mam 280 znakw",JustHuman
156,768,0,168,neutral,xtypicalalexx,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,alex
157,76,0,34,neutral,JheissonCruz,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Lenyn
158,135,0,39,neutral,onurergul,"RT @demarkesports: Del Potro'yu 3-6, 6-3 ve 6-3'lk setlerle 2-1 malup eden Roger Federer, Shanghai Masters finalinde Rafael Nadal'n raki",Onur
159,22,0,112,neutral,lefrancois_eric,RT @WeAreTennisFR: Roger #Federer renverse Juan Martin #DelPotro 3-6 6-3 6-3 pour nous offrir une finale de rve face  Nadal  #Shanghai !,lefrancois eric
160,154,0,13,positive,NyxByNight,RT @Eurosport_UK: Rafa Nadal moves past Andre Agassi with his 871st career win!  https://t.co/h9x97pChCN,Nyx
161,3694,0,2589,neutral,MissMyBOYSx,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",just like Kasia
162,1188,0,168,neutral,jiminsxchubs,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,yuu-chrzan || 2350
163,1522,0,15,neutral,ElessaMarcel,"RT @AlexM237: Nadal il perd tout ses cheveux c'est incroyable, dans 2 ans il sera chauve comme RogerKemadjouLaUndecima !",Champagne Papi .
164,301,0,0,neutral,Wienio53,"Godwka rezydentw trwa nadal. 
A tymczasem pan marszaek... https://t.co/mbS7EkQjKx",Wiesaw Gorlewski
165,2126,0,0,neutral,leacimvato,"14.10.2017, nadal czekam na 280 znakw",
166,510,0,5,neutral,FacuLabourdette,"RT @ESPNtenis: #TENISxESPN Nadal nunca da por perdido una bola. Ac, una clara muestra ante Marin Cilic. https://t.co/4hWn23OFQO",Facundo
167,67,0,91,neutral,franhele,RT @tjcope: TENIS Masters 1000 Shanghai | La dcima!! Nadal gana a Cilic en semifinales 7-5 y 7-6  y alcanza su DCIMA final de la tempo,jose francisco
168,510,0,34,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Facundo
169,56,0,13,neutral,cecilia_matiass,RT @viedemerde: Il n'y pas de bonne ou de mauvaise faon d'goutter ses ptes (valide par Rafa.Nadal). #VDM #viedemerde #VDMphoto  https:/,Ceci
170,166,0,34,neutral,JuanRCaballero9,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Juan R. Caballero
171,343,0,161,neutral,Jhon4tn,RT @SC_ESPN: Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shanghai. https,jhn
172,2490,0,107,negative,ikill3dmyself,"RT @julxbae: 21. 2017 rok a 1D w ff nadal jest jak:
- Niall zjada ludzi gdy jest gody
- Li to idealny ksidz
- Zee to niemowa
- Lou bad bo",hrizn
173,1764,0,112,neutral,lovlouehx,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",V rose  | 303 |
174,332,0,0,positive,Xorke51,"ogldam takie fajne filmiki z Daehwim i ja nadal jestem soft, a nawet jestem bardziej ni zazwyczaj",Plejboj Najtkor
175,2356,0,112,neutral,bradwifexx,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",Jzyczek Bradzia
176,299,0,0,neutral,WorldNewsByRon,Shanghai Masters: Rafael Nadal to play Roger Federer in final https://t.co/EbcYhrPEIN https://t.co/KlQDzO0c7u,WorldNews
177,715,0,34,neutral,Rakagomez,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Raquel Gomez
178,46,0,8,neutral,dle9,RT @AFPSport: Tennis : 10e finale de la saison pour #Nadal  Shanghai https://t.co/GjljQvkMod #AFPSports #AFP https://t.co/75yj2V39zx,dle
179,400,0,0,positive,hardworkwinz,"Best Nadal fans?  Maxwell, Aidan, Monte  https://t.co/tR3GgZaT4x",Dasha.
180,160,0,157,positive,AdrianaIvonneC,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Adriana Ivonne C
181,1797,0,0,neutral,cvvms,"@rahovarte Ooo prosze!! u mnie yoongi wanie si wepchn na 1 miejsce i tak zosta cholercia, no ale nadal joon ma specjalne miejsce",
182,32331,0,0,neutral,elPeriodicoDM,#Tenis | Rafael Nadal y Roger Federer se medirn en la final del Masters de Shanghi https://t.co/zlH4qNLZBp https://t.co/x8EXSpjWX8,Peridico de Monagas
183,343,0,202,neutral,Jhon4tn,"RT @ESPNtenis: #TENISxESPN El N1 y el N2, listos para otra batalla. Quin ganar? Nadal o Federer? El domingo, a las 5.30 (BUE) por ESP",jhn
184,611,0,168,neutral,loovmykidrauhl,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,justins girlfriend
185,31,0,2207,neutral,igorjestspoko,RT @22_loyone: A wy co?  Nadal gbka? https://t.co/qydadrXqzh,rozowynaplet
186,128,0,0,neutral,violetpetals85,"Joon moje sonko, taki sodziaka nadal, nie mog si napatrze na jego gr aktorsk, na jego umiech i chciaabym by by zawsze szczliwy&lt;3",Jollie
187,10,0,0,positive,JackPeoples2513,The world has given us another #Federer vs #Nadal final... life is good  https://t.co/5zrtqOK1ou,Jack Peoples
188,1139,0,168,neutral,fleurrebellexx,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,queen
189,7,0,1832,neutral,VictoriaVilert,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Victoria Vilert
190,666,0,53,neutral,hidalgo631,"RT @abc_deportes: Nadal: La denuncia a Bachelot no es por dinero, es por honor https://t.co/Qn7EPpZu75 https://t.co/ylSJDJSaP6",Kathy S
191,1292,1,0,neutral,Anza98,nadal and federer in dream final ommmgg,Anza 
192,485,0,1832,neutral,aguilar1_luisa,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Llum_i_Nitt  ||*||
193,12,0,0,neutral,Pepe_1691,"Los mas grandes del tenis de todos los tiempos.
Nadal y Federer, dos maneras de eternizarse https://t.co/jkmojSsop0 va @elmundoes",Pepe G. C.
194,1631,0,168,neutral,demislovv,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,yolo
195,1671,0,112,neutral,DupaIrwina,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",
196,889,0,168,neutral,littlehoodwolf,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,Nikotynka
197,2109,0,0,neutral,EllePolska,Czy to nadal temat tabu? https://t.co/lOgVwYG6Eg,Elle Polska
198,271,0,0,neutral,Joamya_no,"tak sobie myl, ze dzi zjadam niadanko, kilka elkw, a niedokonczony obiad nadal lezy koo mnie",Agu
199,177,0,1832,neutral,ROMI_BCN,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Romi Capdevila
200,1640308,1015,395,neutral,A3Noticias,"Rafa Nadal reclama 100.000 euros a Roselyne Bachelot, que como ministra de Deportes francesa le acus de dopaje https://t.co/Nb7YLJpGYh",Antena3Noticias
201,191937,665,311,positive,TennisTV,"Open Era match wins...

Connors - 1256
Federer - 1121
Lendl - 1068
Vilas - 929
McEnroe - 877
Agassi - 870
Nadal - 8 https://t.co/ohwo32XXcr",Tennis TV
202,112403,1253,352,neutral,bet365_es," Estado de forma de Rafa Nadal: 





 Sets jugados - 43
 Sets ganados - 37

 https://t.co/P8qugMY0YK",bet365_es
203,21401,0,0,neutral,Mundial__2018,"Alarma por robos en Capital, Milagro Sala a prisin, fin de la novela Cvitanich, Ivana Nadal ... https://t.co/n8fDHNZcCZ #Rusia2018 #Mundi",Mundial Rusia 2018
204,347,0,1832,neutral,xevipuix,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",xevi puix
205,36,0,34,neutral,LeonardoOlmer,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Leonardo Olivar
206,6794,0,0,neutral,lancelot_xbal,Anlisis final Shanghi 2017: Federer-Nadal. #VamosRafa  https://t.co/Ni2poFhveB,Lobo
207,46,0,102,neutral,zahircruzmx,"RT @ATPWorldTour_ES: Diez finales!  

@RafaelNadal pelear por el  del #ShanghaiRolexMasters y busca sumar su #ATPMasters1000 No. 31: h",Cruz
208,204119,0,0,neutral,lalibrebe,Shanghai: ce sera une finale Nadal-Federer https://t.co/ZHfqCFvStJ,lalibre.be
209,254,0,1832,neutral,RicardSadurni,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",ritxi
210,13,0,0,neutral,ZdzisOwsianka,@MWardzyniakowa Licz nadal jak skoczysz to mi powiesz. Pozdrwko.,Zdzisaw Owsianka
211,135,0,5,neutral,ferdp_,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,Fernando De Palacio
212,46,0,130,neutral,zahircruzmx,"RT @goitiatenis: Domingo: Federer y Nadal definen a las 5.30 ARG por ESPN, en Shanghai. Lidera Rafa 23-14, con 14-9 en finales. Roger gan",Cruz
213,437,0,34,neutral,Marciog93,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,CioMar
214,8207,0,0,neutral,ricardowec,Federer y Nadal se enfrentarn por tercera ocasin en el ao https://t.co/A5ZlQbEYIJ https://t.co/bDWDZaeJRG,Ricardo Wagner 
215,0,0,1832,neutral,JoanPescador,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",JoanPescador
216,4,0,1832,neutral,AdGrauP,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Adgrau
217,207,0,157,positive,kris_O_H,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",allyssy_linette
218,385,0,508,neutral,CarlitosMiguelR,"RT @goitiatenis: FINALSIMAL! Federer derrot 3-6, 6-3 y 6-3 a Del Potro en Shanghai y definir ante Nadal. Ser la final N143 del suizo,",Carlos Miguel Reyes
219,264,0,1832,neutral,CATJRD,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Jordi&R  II*II #SS
220,36,0,254,neutral,LeonardoOlmer,"RT @SC_ESPN: Y la final del M1000 de Shanghai ser Federer vs. Nadal! Roger venci 3-6, 6-3 y 6-3 a Del Potro y luchar por el ttulo ante",Leonardo Olivar
221,128,0,0,neutral,violetpetals85,"ewentualnie podruje z noon, mczy koty w domu, obera si z kolegami, nie pi po nocach, nadal nosi drogie ciuchy xD",Jollie
222,261317,0,0,neutral,elsiglocomve,#Deportes Duelo de titanes en Shangi: Nadal vs Federer https://t.co/OGqhIsJKaw https://t.co/SDJzYU8Fli,elsiglocomve
223,10641,0,0,neutral,yatescariboulou,@pizzasoskc12 NO SZUKAM NADAL XDDD,mateusz
224,320,0,0,positive,DEllis_11,"Dale Jr on the pole tomorrow at Talladega
Federer vs Nadal final in China 
Gonna be a great sports Sunday",Dustin Ellis
225,374,0,53,neutral,40rugientes,"RT @abc_deportes: Nadal: La denuncia a Bachelot no es por dinero, es por honor https://t.co/Qn7EPpZu75 https://t.co/ylSJDJSaP6",Paco Amors
226,18,0,1832,neutral,amps62,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",AMPS
227,53,0,157,positive,v_allagiannis,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",vassilis allagiannis
228,795,0,1832,neutral,monteyolape,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",yolape
229,13,0,12,positive,sam_broder,RT @jokelley_tennis: Either Rafael Nadal or Roger Federer will be the 107th consecutive European winner of Masters 1000s + grand slams + ye,Sam Broder
230,5688,0,0,neutral,Babblers_net,"Rafael Nadal sues former French #sports apportion Roselyne Bachelot for 100,000 euros https://t.co/zHnzTQrGgY",Babblers
231,9,0,0,neutral,slayer_girlals,"Zrobiam cardio, ale nadal czuje si winna po tym ciastku, co je zjadam jak ogldaam TVOP",MALEC? ALWAYS!
232,47,0,49,neutral,ogon_precelek,RT @icstond: Czy wszyscy podpisali ju petycj przeciwko zabijaniu ubrw? Nadal si lubimy czy to koniec naszej mioci? https://t.co/zYcR,mary
233,652672,0,23,neutral,EsHoraDeReir,RT @LasMansiones: La lujosa mansin del tenista espaol Rafael Nadal est ubicada en Repblica Dominicana. https://t.co/PP0sV4biyf,Es hora de rer!
234,109,0,1832,neutral,emmapont99,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Emma Pont
235,23,0,49,neutral,titoune0612,"RT @carole_bouchard: Nadal en espagnol confirme que s'il gagne son procs vs Bachelot, les 100 000 euros iront  une uvre de charit.",aurelie mastio
236,121,0,90,positive,iruiz95,RT @Rafael_Plaza: Federer about Nadal: I'm happy to call him a friend today.,Iigo Ruiz
237,189,0,157,positive,ChristianUrbani,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Chrstian Urbani
238,1239,0,157,positive,castrogo,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Sick World Order
239,620,0,19,neutral,Nanvel,RT @ELTIEMPO: Nadal vs. Federer: la final soada del Msters 1000 de Shanghi https://t.co/JXKUs7uROB https://t.co/GhOsFs5qWq,Nancy VelandiaArdila
240,2,0,0,positive,FnbYst,"@CindyBlack3 The #'s are clear. Novak has to stretch to get to Nadal first.

So shush.",yst01
241,26918,0,112,neutral,aimhloui,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",destiny 
242,2981,0,23,neutral,nielubieryby,RT @brokenlukeh: ja nadal czekam az to sie stanie ze mna https://t.co/2EpppjuLam,szawnoroec
243,510,0,6,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN Nadal sac adelante un duro cruce ante Cilic y avanz a la final de Shanghai. Mir lo mejor del partido. https:/,Facundo
244,26,0,1832,neutral,AXBenetF,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Albert Benet
245,147,0,0,neutral,receptornot,"Nadal y Federer iluminan Shanghi: Frtense bien los ojos, despejen las legaas y srvanse https://t.co/n3oraKX7eV",receptor
246,435,0,5,neutral,nuriacorraliza,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,nuria
247,189,0,34,neutral,DerlisAguilera4,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Derlis Aguilera
248,355,0,112,neutral,lille_peach,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",little_luv_peach
249,5479,0,1832,neutral,montsegolSiSi,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Montse Gol #EFTA
250,1856,0,0,neutral,ughtkala,@AwMyLukeyxX Kraszowalam typa przez ptora roku z maymi przerwami i nadal mi serduszko szybciej bije na jego wido https://t.co/OKXvNV2koS,Bubu Stpie
251,49,0,1832,neutral,buiuiu1,"RT @ANC_Bombers: Aquest Nadal, ni un cntim a ""Loterias y apuestas del Estado"". Prou pagar porres i pilotes de goma amb  catalans.",Anna Cordom
252,119,0,2,neutral,DeathHubert,"RT @sssamobojca: moj byly
-PRZESTAN
-STOP
-NIE CHCE NA CIEBIE PATRZEC
-ZEJDZ MI Z OCZU
-nadal przystojny
-jedne z lepszych chwil z nim
-st",Diablica 
253,164,0,216,neutral,Jalr30,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Armando Len
254,791,0,2589,neutral,Magison_Clifi,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",Malanka
255,3337,0,11,positive,SachinRoger1710,"RT @DonaldTendulkar: On the line @SH_RolexMasters final:
Federer: 350th M1000 win, 700th HC match win, 94th title to tie lendl
Nadal: 31 M1",Diehard SRT&RF fan
256,83,0,531,neutral,almostgoodpoet,"RT @mnlightluke: Jest 13 padziernika, a ja nadal nie mam 280 znakw",JustHuman
257,768,0,168,neutral,xtypicalalexx,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,alex
258,76,0,34,neutral,JheissonCruz,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Lenyn
259,135,0,39,neutral,onurergul,"RT @demarkesports: Del Potro'yu 3-6, 6-3 ve 6-3'lk setlerle 2-1 malup eden Roger Federer, Shanghai Masters finalinde Rafael Nadal'n raki",Onur
260,22,0,112,neutral,lefrancois_eric,RT @WeAreTennisFR: Roger #Federer renverse Juan Martin #DelPotro 3-6 6-3 6-3 pour nous offrir une finale de rve face  Nadal  #Shanghai !,lefrancois eric
261,154,0,13,positive,NyxByNight,RT @Eurosport_UK: Rafa Nadal moves past Andre Agassi with his 871st career win!  https://t.co/h9x97pChCN,Nyx
262,3694,0,2589,neutral,MissMyBOYSx,"RT @batofthedungeon: Trzy najwiksze bitwy w Polsce 2017:
Bitwa pod Rossmannem (kwiecie)
Bitwa o wieaki (Trwa nadal)
II Bitwa pod Rossma",just like Kasia
263,1188,0,168,neutral,jiminsxchubs,RT @rainbowbearlou: jest ju 14 padziernik a ja nadal mam 140 znakw a nie 280,yuu-chrzan || 2350
264,1522,0,15,neutral,ElessaMarcel,"RT @AlexM237: Nadal il perd tout ses cheveux c'est incroyable, dans 2 ans il sera chauve comme RogerKemadjouLaUndecima !",Champagne Papi .
265,301,0,0,neutral,Wienio53,"Godwka rezydentw trwa nadal. 
A tymczasem pan marszaek... https://t.co/mbS7EkQjKx",Wiesaw Gorlewski
266,2126,0,0,neutral,leacimvato,"14.10.2017, nadal czekam na 280 znakw",
267,510,0,5,neutral,FacuLabourdette,"RT @ESPNtenis: #TENISxESPN Nadal nunca da por perdido una bola. Ac, una clara muestra ante Marin Cilic. https://t.co/4hWn23OFQO",Facundo
268,67,0,91,neutral,franhele,RT @tjcope: TENIS Masters 1000 Shanghai | La dcima!! Nadal gana a Cilic en semifinales 7-5 y 7-6  y alcanza su DCIMA final de la tempo,jose francisco
269,510,0,34,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Facundo
270,56,0,13,neutral,cecilia_matiass,RT @viedemerde: Il n'y pas de bonne ou de mauvaise faon d'goutter ses ptes (valide par Rafa.Nadal). #VDM #viedemerde #VDMphoto  https:/,Ceci
271,166,0,34,neutral,JuanRCaballero9,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Juan R. Caballero
272,343,0,161,neutral,Jhon4tn,RT @SC_ESPN: Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shanghai. https,jhn
273,2490,0,107,negative,ikill3dmyself,"RT @julxbae: 21. 2017 rok a 1D w ff nadal jest jak:
- Niall zjada ludzi gdy jest gody
- Li to idealny ksidz
- Zee to niemowa
- Lou bad bo",hrizn
274,1764,0,112,neutral,lovlouehx,"RT @crystaljustinee: Od lat pij herbat z yeczk w szklance, od lat wszyscy doroli strasz mnie, e wydubi sobie oko.
I co? Moje oczy",V rose  | 303 |
275,332,0,0,positive,Xorke51,"ogldam takie fajne filmiki z Daehwim i ja nadal jestem soft, a nawet jestem bardziej ni zazwyczaj",Plejboj Najtkor
